TCGA-COAD_TCGA-CK-5912-01A-11D-1650-10	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	1	2	1	0	0	2	2	15	2	3	0	6	0	2	2	10	2	1	1	8	2	0	1	0	1	0	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-COAD_TCGA-CM-4750-01A-01D-1408-10	2	0	0	1	3	0	0	0	2	1	1	1	3	3	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	16	1	4	0	20	2	2	0	11	1	0	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	2	0	1	1	0	2	0	3	0	0	0	3	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1
TCGA-COAD_TCGA-CM-5341-01A-01D-1408-10	2	0	0	1	2	1	0	3	1	1	3	0	0	1	4	1	3	1	0	2	1	1	0	0	2	2	0	2	2	2	0	5	1	0	31	0	5	4	26	3	3	3	22	1	4	3	10	2	0	0	1	3	0	2	1	4	0	0	0	0	0	1	1	2	1	0	1	2	0	1	1	2	1	3	1	4	1	0	0	3	1	0	0	0	1	1	0	0	2	0	0	0	3	0	1	4
TCGA-COAD_TCGA-CM-5860-01A-01D-1650-10	3	0	0	1	2	1	3	0	5	2	2	6	1	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	1	4	2	20	0	3	2	23	4	0	2	24	2	2	1	18	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
TCGA-COAD_TCGA-CM-5863-01A-21D-1835-10	2	1	0	1	0	0	0	1	0	1	0	0	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	8	1	0	1	16	2	0	1	12	2	2	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	2	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2
TCGA-COAD_TCGA-CM-5868-01A-01D-1650-10	0	1	1	2	2	2	2	2	2	1	1	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	12	2	0	2	13	1	4	3	12	2	3	2	9	2	0	0	0	0	0	0	0	1	0	0	0	1	1	3	1	1	0	1	0	1	0	1	4	2	1	0	1	1	2	0	2	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1
TCGA-COAD_TCGA-CM-6164-01A-11D-1650-10	1	1	0	0	0	0	1	2	2	0	0	3	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	10	1	5	2	7	3	0	0	12	0	0	2	8	2	0	1	0	2	0	0	0	0	1	0	0	1	0	1	0	0	2	1	2	4	1	0	2	0	0	3	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TCGA-COAD_TCGA-CM-6676-01A-11D-1835-10	0	1	0	1	2	1	1	1	2	1	3	2	3	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	17	3	4	0	18	3	1	2	24	2	2	1	10	0	0	1	1	0	0	0	1	3	0	0	1	1	0	0	0	0	1	0	0	1	0	3	1	2	0	3	0	2	0	2	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1
TCGA-COAD_TCGA-CM-6677-01A-11D-1835-10	2	1	1	1	2	0	0	2	2	0	2	2	0	1	1	7	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	26	0	7	4	19	3	1	2	35	3	3	3	13	2	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	2	1	3	1	2	0	1	2	1	0	3	0	2	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0
TCGA-COAD_TCGA-CM-6679-01A-11D-1835-10	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	8	1	2	2	9	1	2	2	17	1	3	0	3	2	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	1	0	0	2	4	2	4	2	5	1	3	1	3	0	3	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
